StateName,StateCode,CountyCode,CountyName
ARIZONA,04,003,COCHISE
ARIZONA,04,005,COCONINO
ARIZONA,04,007,GILA
ARIZONA,04,009,GRAHAM
ARIZONA,04,011,GREENLEE
ARIZONA,04,012,LA PAZ
ARIZONA,04,013,MARICOPA
ARIZONA,04,015,MOHAVE
ARIZONA,04,017,NAVAJO
ARIZONA,04,019,PIMA
ARIZONA,04,021,PINAL
ARIZONA,04,023,SANTA CRUZ
ARIZONA,04,025,YAVAPAI
ARIZONA,04,027,YUMA
ARKANSAS,05,001,ARKANSAS
ARKANSAS,05,003,ASHLEY
ARKANSAS,05,005,BAXTER
ARKANSAS,05,007,BENTON
ARKANSAS,05,009,BOONE
ARKANSAS,05,011,BRADLEY
ARKANSAS,05,013,CALHOUN
ARKANSAS,05,015,CARROLL
ARKANSAS,05,017,CHICOT
ARKANSAS,05,019,CLARK
ARKANSAS,05,021,CLAY
ARKANSAS,05,023,CLEBURNE
ARKANSAS,05,025,CLEVELAND
ARKANSAS,05,027,COLUMBIA
ARKANSAS,05,029,CONWAY
ARKANSAS,05,031,CRAIGHEAD
ARKANSAS,05,033,CRAWFORD
ARKANSAS,05,035,CRITTENDEN
ARKANSAS,05,037,CROSS
ARKANSAS,05,039,DALLAS
ARKANSAS,05,041,DESHA
ARKANSAS,05,043,DREW
ARKANSAS,05,045,FAULKNER
ARKANSAS,05,047,FRANKLIN
ARKANSAS,05,049,FULTON
ARKANSAS,05,051,GARLAND
ARKANSAS,05,053,GRANT
ARKANSAS,05,055,GREENE
ARKANSAS,05,057,HEMPSTEAD
ARKANSAS,05,059,HOT SPRING
ARKANSAS,05,061,HOWARD
ARKANSAS,05,063,INDEPENDENCE
ARKANSAS,05,065,IZARD
ARKANSAS,05,067,JACKSON
ARKANSAS,05,069,JEFFERSON
ARKANSAS,05,071,JOHNSON
ARKANSAS,05,073,LAFAYETTE
ARKANSAS,05,075,LAWRENCE
ARKANSAS,05,077,LEE
ARKANSAS,05,079,LINCOLN
ARKANSAS,05,081,LITTLE RIVER
ARKANSAS,05,083,LOGAN
ARKANSAS,05,085,LONOKE
ARKANSAS,05,085,BAXTER
ARKANSAS,05,087,MADISON
ARKANSAS,05,089,MARION
ARKANSAS,05,091,MILLER
ARKANSAS,05,093,MISSISSIPPI
ARKANSAS,05,095,MONROE
ARKANSAS,05,097,MONTGOMERY
ARKANSAS,05,099,NEVADA
ARKANSAS,05,101,NEWTON
ARKANSAS,05,103,OUACHITA
ARKANSAS,05,105,PERRY
ARKANSAS,05,107,PHILLIPS
ARKANSAS,05,109,PIKE
ARKANSAS,05,111,POINSETT
ARKANSAS,05,113,POLK
ARKANSAS,05,115,POPE
ARKANSAS,05,117,PRAIRIE
ARKANSAS,05,119,PULASKI
ARKANSAS,05,121,RANDOLPH
ARKANSAS,05,123,ST FRANCIS
ARKANSAS,05,125,SALINE
ARKANSAS,05,127,SCOTT
ARKANSAS,05,129,SEARCY
ARKANSAS,05,131,SEBASTIAN
ARKANSAS,05,133,SEVIER
ARKANSAS,05,135,SHARP
ARKANSAS,05,137,STONE
ARKANSAS,05,139,UNION
ARKANSAS,05,141,VAN BUREN
ARKANSAS,05,143,WASHINGTON
ARKANSAS,05,145,WHITE
ARKANSAS,05,147,WOODRUFF
ARKANSAS,05,149,YELL
CALIFORNIA,06,001,ALAMEDA
CALIFORNIA,06,003,ALPINE
CALIFORNIA,06,005,AMADOR
CALIFORNIA,06,007,BUTTE
CALIFORNIA,06,009,CALAVERAS
CALIFORNIA,06,011,COLUSA
CALIFORNIA,06,013,CONTRA COSTA
CALIFORNIA,06,015,DEL NORTE
CALIFORNIA,06,017,EL DORADO
CALIFORNIA,06,019,FRESNO
CALIFORNIA,06,021,GLENN
CALIFORNIA,06,023,HUMBOLDT
CALIFORNIA,06,025,IMPERIAL
CALIFORNIA,06,027,INYO
CALIFORNIA,06,029,KERN
CALIFORNIA,06,031,KINGS
CALIFORNIA,06,033,LAKE
CALIFORNIA,06,035,LASSEN
CALIFORNIA,06,037,LOS ANGELES
CALIFORNIA,06,039,MADERA
CALIFORNIA,06,041,MARIN
CALIFORNIA,06,043,MARIPOSA
CALIFORNIA,06,045,MENDOCINO
CALIFORNIA,06,047,MERCED
CALIFORNIA,06,049,MODOC
CALIFORNIA,06,051,MONO
CALIFORNIA,06,053,MONTEREY
CALIFORNIA,06,055,NAPA
CALIFORNIA,06,057,NEVADA
CALIFORNIA,06,059,ORANGE
CALIFORNIA,06,061,PLACER
CALIFORNIA,06,063,PLUMAS
CALIFORNIA,06,065,RIVERSIDE
CALIFORNIA,06,067,SACRAMENTO
CALIFORNIA,06,069,SAN BENITO
CALIFORNIA,06,071,SAN BERNARDINO
CALIFORNIA,06,073,SAN DIEGO
CALIFORNIA,06,075,SAN FRANCISCO
CALIFORNIA,06,077,SAN JOAQUIN
CALIFORNIA,06,079,SAN LUIS OBISPO
CALIFORNIA,06,081,SAN MATEO
CALIFORNIA,06,083,SANTA BARBARA
CALIFORNIA,06,085,SANTA CLARA
CALIFORNIA,06,087,SANTA CRUZ
CALIFORNIA,06,089,SHASTA
CALIFORNIA,06,091,SIERRA
CALIFORNIA,06,093,SISKIYOU
CALIFORNIA,06,095,SOLANO
CALIFORNIA,06,097,SONOMA
CALIFORNIA,06,099,STANISLAUS
CALIFORNIA,06,101,SUTTER
CALIFORNIA,06,103,TEHAMA
CALIFORNIA,06,105,TRINITY
CALIFORNIA,06,107,TULARE
CALIFORNIA,06,109,TUOLUMNE
CALIFORNIA,06,111,VENTURA
CALIFORNIA,06,113,YOLO
CALIFORNIA,06,115,YUBA
COLORADO,08,001,ADAMS
COLORADO,08,003,ALAMOSA
COLORADO,08,005,ARAPAHOE
COLORADO,08,007,ARCHULETA
COLORADO,08,009,BACA
COLORADO,08,011,BENT
COLORADO,08,013,BOULDER
COLORADO,08,014,BROOMFIELD
COLORADO,08,015,CHAFFEE
COLORADO,08,017,CHEYENNE
COLORADO,08,019,CLEAR CREEK
COLORADO,08,021,CONEJOS
COLORADO,08,023,COSTILLA
COLORADO,08,025,CROWLEY
COLORADO,08,027,CUSTER
COLORADO,08,029,DELTA
COLORADO,08,031,DENVER
COLORADO,08,033,DOLORES
COLORADO,08,035,DOUGLAS
COLORADO,08,037,EAGLE
COLORADO,08,039,ELBERT
COLORADO,08,041,EL PASO
COLORADO,08,043,FREMONT
COLORADO,08,045,GARFIELD
COLORADO,08,047,GILPIN
COLORADO,08,049,GRAND
COLORADO,08,051,GUNNISON
COLORADO,08,053,HINSDALE
COLORADO,08,055,HUERFANO
COLORADO,08,057,JACKSON
COLORADO,08,059,JEFFERSON
COLORADO,08,061,KIOWA
COLORADO,08,063,KIT CARSON
COLORADO,08,065,LAKE
COLORADO,08,067,LA PLATA
COLORADO,08,069,LARIMER
COLORADO,08,071,LAS ANIMAS
COLORADO,08,073,LINCOLN
COLORADO,08,075,LOGAN
COLORADO,08,077,MESA
COLORADO,08,079,MINERAL
COLORADO,08,081,MOFFAT
COLORADO,08,083,MONTEZUMA
COLORADO,08,085,MONTROSE
COLORADO,08,087,MORGAN
COLORADO,08,089,OTERO
COLORADO,08,091,OURAY
COLORADO,08,093,PARK
COLORADO,08,095,PHILLIPS
COLORADO,08,097,PITKIN
COLORADO,08,099,PROWERS
COLORADO,08,101,PUEBLO
COLORADO,08,103,RIO BLANCO
COLORADO,08,105,RIO GRANDE
COLORADO,08,107,ROUTT
COLORADO,08,109,SAGUACHE
COLORADO,08,111,SAN JUAN
COLORADO,08,113,SAN MIGUEL
COLORADO,08,115,SEDGWICK
COLORADO,08,117,SUMMIT
COLORADO,08,119,TELLER
COLORADO,08,121,WASHINGTON
COLORADO,08,123,WELD
COLORADO,08,125,YUMA
CONNECTICUT,09,001,FAIRFIELD
CONNECTICUT,09,003,HARTFORD
CONNECTICUT,09,005,LITCHFIELD
CONNECTICUT,09,007,MIDDLESEX
CONNECTICUT,09,009,NEW HAVEN
CONNECTICUT,09,011,NEW LONDON
CONNECTICUT,09,013,TOLLAND
CONNECTICUT,09,015,WINDHAM
DELAWARE,10,001,KENT
DELAWARE,10,003,NEW CASTLE
DELAWARE,10,005,SUSSEX
DISTRICT OF COLUMBIA,11,001,DISTRICT OF COLUMBIA
FLORIDA,12,001,ALACHUA
FLORIDA,12,003,BAKER
FLORIDA,12,005,BAY
FLORIDA,12,007,BRADFORD
FLORIDA,12,009,BREVARD
FLORIDA,12,011,BROWARD
FLORIDA,12,013,CALHOUN
FLORIDA,12,015,CHARLOTTE
FLORIDA,12,017,CITRUS
FLORIDA,12,019,CLAY
FLORIDA,12,021,COLLIER
FLORIDA,12,023,COLUMBIA
FLORIDA,12,027,DE SOTO
FLORIDA,12,029,DIXIE
FLORIDA,12,031,DUVAL
FLORIDA,12,033,ESCAMBIA
FLORIDA,12,035,FLAGLER
FLORIDA,12,037,FRANKLIN
FLORIDA,12,039,GADSDEN
FLORIDA,12,041,GILCHRIST
FLORIDA,12,043,GLADES
FLORIDA,12,045,GULF
FLORIDA,12,047,HAMILTON
FLORIDA,12,049,HARDEE
FLORIDA,12,051,HENDRY
FLORIDA,12,053,HERNANDO
FLORIDA,12,055,HIGHLANDS
FLORIDA,12,057,HILLSBOROUGH
FLORIDA,12,059,HOLMES
FLORIDA,12,061,INDIAN RIVER
FLORIDA,12,063,JACKSON
FLORIDA,12,065,JEFFERSON
FLORIDA,12,067,LAFAYETTE
FLORIDA,12,069,LAKE
FLORIDA,12,071,LEE
FLORIDA,12,073,LEON
FLORIDA,12,075,LEVY
FLORIDA,12,077,LIBERTY
FLORIDA,12,079,MADISON
FLORIDA,12,081,MANATEE
FLORIDA,12,083,MARION
FLORIDA,12,085,MARTIN
FLORIDA,12,086,MIAMI-DADE
FLORIDA,12,087,MONROE
FLORIDA,12,089,NASSAU
FLORIDA,12,091,OKALOOSA
FLORIDA,12,093,OKEECHOBEE
FLORIDA,12,095,ORANGE
FLORIDA,12,097,OSCEOLA
FLORIDA,12,099,PALM BEACH
FLORIDA,12,101,PASCO
FLORIDA,12,103,PINELLAS
FLORIDA,12,105,POLK
FLORIDA,12,107,PUTNAM
FLORIDA,12,109,ST JOHNS
FLORIDA,12,111,ST LUCIE
FLORIDA,12,113,SANTA ROSA
FLORIDA,12,115,SARASOTA
FLORIDA,12,117,SEMINOLE
FLORIDA,12,119,SUMTER
FLORIDA,12,121,SUWANNEE
FLORIDA,12,123,TAYLOR
FLORIDA,12,125,UNION
FLORIDA,12,127,VOLUSIA
FLORIDA,12,129,WAKULLA
FLORIDA,12,131,WALTON
FLORIDA,12,133,WASHINGTON
GEORGIA,13,001,APPLING
GEORGIA,13,003,ATKINSON
GEORGIA,13,005,BACON
GEORGIA,13,007,BAKER
GEORGIA,13,009,BALDWIN
GEORGIA,13,011,BANKS
GEORGIA,13,013,BARROW
GEORGIA,13,015,BARTOW
GEORGIA,13,017,BEN HILL
GEORGIA,13,019,BERRIEN
GEORGIA,13,021,BIBB
GEORGIA,13,023,BLECKLEY
GEORGIA,13,025,BRANTLEY
GEORGIA,13,027,BROOKS
GEORGIA,13,029,BRYAN
GEORGIA,13,031,BULLOCH
GEORGIA,13,033,BURKE
GEORGIA,13,035,BUTTS
GEORGIA,13,037,CALHOUN
GEORGIA,13,039,CAMDEN
GEORGIA,13,043,CANDLER
GEORGIA,13,045,CARROLL
GEORGIA,13,047,CATOOSA
GEORGIA,13,049,CHARLTON
GEORGIA,13,051,CHATHAM
GEORGIA,13,053,CHATTAHOOCHEE
GEORGIA,13,055,CHATTOOGA
GEORGIA,13,057,CHEROKEE
GEORGIA,13,059,CLARKE
GEORGIA,13,061,CLAY
GEORGIA,13,063,CLAYTON
GEORGIA,13,065,CLINCH
GEORGIA,13,067,COBB
GEORGIA,13,069,COFFEE
GEORGIA,13,071,COLQUITT
GEORGIA,13,073,COLUMBIA
GEORGIA,13,075,COOK
GEORGIA,13,077,COWETA
GEORGIA,13,079,CRAWFORD
GEORGIA,13,081,CRISP
GEORGIA,13,083,DADE
GEORGIA,13,085,DAWSON
GEORGIA,13,087,DECATUR
GEORGIA,13,089,DEKALB
GEORGIA,13,091,DODGE
GEORGIA,13,093,DOOLY
GEORGIA,13,095,DOUGHERTY
GEORGIA,13,097,DOUGLAS
GEORGIA,13,099,EARLY
GEORGIA,13,101,ECHOLS
GEORGIA,13,103,EFFINGHAM
GEORGIA,13,105,ELBERT
GEORGIA,13,107,EMANUEL
GEORGIA,13,109,EVANS
GEORGIA,13,111,FANNIN
GEORGIA,13,113,FAYETTE
GEORGIA,13,115,FLOYD
GEORGIA,13,117,FORSYTH
GEORGIA,13,119,FRANKLIN
GEORGIA,13,121,FULTON
GEORGIA,13,123,GILMER
GEORGIA,13,125,GLASCOCK
GEORGIA,13,127,GLYNN
GEORGIA,13,129,GORDON
GEORGIA,13,131,GRADY
GEORGIA,13,133,GREENE
GEORGIA,13,135,GWINNETT
GEORGIA,13,137,HABERSHAM
GEORGIA,13,139,HALL
GEORGIA,13,141,HANCOCK
GEORGIA,13,143,HARALSON
GEORGIA,13,145,HARRIS
GEORGIA,13,147,HART
GEORGIA,13,149,HEARD
GEORGIA,13,151,HENRY
GEORGIA,13,153,HOUSTON
GEORGIA,13,155,IRWIN
GEORGIA,13,157,JACKSON
GEORGIA,13,159,JASPER
GEORGIA,13,161,JEFF DAVIS
GEORGIA,13,163,JEFFERSON
GEORGIA,13,165,JENKINS
GEORGIA,13,167,JOHNSON
GEORGIA,13,169,JONES
GEORGIA,13,171,LAMAR
GEORGIA,13,173,LANIER
GEORGIA,13,175,LAURENS
GEORGIA,13,177,LEE
GEORGIA,13,179,LIBERTY
GEORGIA,13,181,LINCOLN
GEORGIA,13,183,LONG
GEORGIA,13,185,LOWNDES
GEORGIA,13,187,LUMPKIN
GEORGIA,13,189,MCDUFFIE
GEORGIA,13,191,MCINTOSH
GEORGIA,13,193,MACON
GEORGIA,13,195,MADISON
GEORGIA,13,197,MARION
GEORGIA,13,199,MERIWETHER
GEORGIA,13,201,MILLER
GEORGIA,13,205,MITCHELL
GEORGIA,13,207,MONROE
GEORGIA,13,209,MONTGOMERY
GEORGIA,13,211,MORGAN
GEORGIA,13,213,MURRAY
GEORGIA,13,215,MUSCOGEE
GEORGIA,13,217,NEWTON
GEORGIA,13,219,OCONEE
GEORGIA,13,221,OGLETHORPE
GEORGIA,13,223,PAULDING
GEORGIA,13,225,PEACH
GEORGIA,13,227,PICKENS
GEORGIA,13,229,PIERCE
GEORGIA,13,231,PIKE
GEORGIA,13,233,POLK
GEORGIA,13,235,PULASKI
GEORGIA,13,237,PUTNAM
GEORGIA,13,239,QUITMAN
GEORGIA,13,241,RABUN
GEORGIA,13,243,RANDOLPH
GEORGIA,13,245,RICHMOND
GEORGIA,13,247,ROCKDALE
GEORGIA,13,249,SCHLEY
GEORGIA,13,251,SCREVEN
GEORGIA,13,253,SEMINOLE
GEORGIA,13,255,SPALDING
GEORGIA,13,257,STEPHENS
GEORGIA,13,259,STEWART
GEORGIA,13,261,SUMTER
GEORGIA,13,263,TALBOT
GEORGIA,13,265,TALIAFERRO
GEORGIA,13,267,TATTNALL
GEORGIA,13,269,TAYLOR
GEORGIA,13,271,TELFAIR
GEORGIA,13,273,TERRELL
GEORGIA,13,275,THOMAS
GEORGIA,13,277,TIFT
GEORGIA,13,279,TOOMBS
GEORGIA,13,281,TOWNS
GEORGIA,13,283,TREUTLEN
GEORGIA,13,285,TROUP
GEORGIA,13,287,TURNER
GEORGIA,13,289,TWIGGS
GEORGIA,13,291,UNION
GEORGIA,13,293,UPSON
GEORGIA,13,295,WALKER
GEORGIA,13,297,WALTON
GEORGIA,13,299,WARE
GEORGIA,13,301,WARREN
GEORGIA,13,303,WASHINGTON
GEORGIA,13,305,WAYNE
GEORGIA,13,307,WEBSTER
GEORGIA,13,309,WHEELER
GEORGIA,13,311,WHITE
GEORGIA,13,313,WHITFIELD
GEORGIA,13,315,WILCOX
GEORGIA,13,317,WILKES
GEORGIA,13,319,WILKINSON
GEORGIA,13,321,WORTH
HAWAII,15,001,HAWAII
HAWAII,15,003,HONOLULU
HAWAII,15,007,KAUAI
HAWAII,15,009,MAUI
IDAHO,16,001,ADA
IDAHO,16,003,ADAMS
IDAHO,16,005,BANNOCK
IDAHO,16,007,BEAR LAKE
IDAHO,16,009,BENEWAH
IDAHO,16,011,BINGHAM
IDAHO,16,013,BLAINE
IDAHO,16,015,BOISE
IDAHO,16,017,BONNER
IDAHO,16,019,BONNEVILLE
IDAHO,16,021,BOUNDARY
IDAHO,16,023,BUTTE
IDAHO,16,025,CAMAS
IDAHO,16,027,CANYON
IDAHO,16,029,CARIBOU
IDAHO,16,031,CASSIA
IDAHO,16,033,CLARK
IDAHO,16,035,CLEARWATER
IDAHO,16,037,CUSTER
IDAHO,16,039,ELMORE
IDAHO,16,041,FRANKLIN
IDAHO,16,043,FREMONT
IDAHO,16,045,GEM
IDAHO,16,047,GOODING
IDAHO,16,049,IDAHO
IDAHO,16,051,JEFFERSON
IDAHO,16,053,JEROME
IDAHO,16,055,KOOTENAI
IDAHO,16,057,LATAH
IDAHO,16,059,LEMHI
IDAHO,16,061,LEWIS
IDAHO,16,063,LINCOLN
IDAHO,16,065,MADISON
IDAHO,16,067,MINIDOKA
IDAHO,16,069,NEZ PERCE
IDAHO,16,071,ONEIDA
IDAHO,16,073,OWYHEE
IDAHO,16,075,PAYETTE
IDAHO,16,077,POWER
IDAHO,16,079,SHOSHONE
IDAHO,16,081,TETON
IDAHO,16,083,TWIN FALLS
IDAHO,16,085,VALLEY
IDAHO,16,087,WASHINGTON
ILLINOIS,17,001,ADAMS
ILLINOIS,17,003,ALEXANDER
ILLINOIS,17,005,BOND
ILLINOIS,17,007,BOONE
ILLINOIS,17,009,BROWN
ILLINOIS,17,011,BUREAU
ILLINOIS,17,013,CALHOUN
ILLINOIS,17,015,CARROLL
ILLINOIS,17,017,CASS
ILLINOIS,17,019,CHAMPAIGN
ILLINOIS,17,021,CHRISTIAN
ILLINOIS,17,023,CLARK
ILLINOIS,17,025,CLAY
ILLINOIS,17,027,CLINTON
ILLINOIS,17,029,COLES
ILLINOIS,17,031,COOK
ILLINOIS,17,033,CRAWFORD
ILLINOIS,17,035,CUMBERLAND
ILLINOIS,17,037,DEKALB
ILLINOIS,17,039,DE WITT
ILLINOIS,17,041,DOUGLAS
ILLINOIS,17,043,DUPAGE
ILLINOIS,17,045,EDGAR
ILLINOIS,17,047,EDWARDS
ILLINOIS,17,049,EFFINGHAM
ILLINOIS,17,051,FAYETTE
ILLINOIS,17,053,FORD
ILLINOIS,17,055,FRANKLIN
ILLINOIS,17,057,FULTON
ILLINOIS,17,059,GALLATIN
ILLINOIS,17,061,GREENE
ILLINOIS,17,063,GRUNDY
ILLINOIS,17,065,HAMILTON
ILLINOIS,17,067,HANCOCK
ILLINOIS,17,069,HARDIN
ILLINOIS,17,071,HENDERSON
ILLINOIS,17,073,HENRY
ILLINOIS,17,075,IROQUOIS
ILLINOIS,17,077,JACKSON
ILLINOIS,17,079,JASPER
ILLINOIS,17,081,JEFFERSON
ILLINOIS,17,083,JERSEY
ILLINOIS,17,085,JO DAVIESS
ILLINOIS,17,087,JOHNSON
ILLINOIS,17,089,KANE
ILLINOIS,17,091,KANKAKEE
ILLINOIS,17,093,KENDALL
ILLINOIS,17,095,KNOX
ILLINOIS,17,097,LAKE
ILLINOIS,17,099,LASALLE
ILLINOIS,17,101,LAWRENCE
ILLINOIS,17,103,LEE
ILLINOIS,17,105,LIVINGSTON
ILLINOIS,17,107,LOGAN
ILLINOIS,17,109,MCDONOUGH
ILLINOIS,17,111,MCHENRY
ILLINOIS,17,113,MCLEAN
ILLINOIS,17,115,MACON
ILLINOIS,17,117,MACOUPIN
ILLINOIS,17,119,MADISON
ILLINOIS,17,121,MARION
ILLINOIS,17,123,MARSHALL
ILLINOIS,17,125,MASON
ILLINOIS,17,127,MASSAC
ILLINOIS,17,129,MENARD
ILLINOIS,17,131,MERCER
ILLINOIS,17,133,MONROE
ILLINOIS,17,135,MONTGOMERY
ILLINOIS,17,137,MORGAN
ILLINOIS,17,139,MOULTRIE
ILLINOIS,17,141,OGLE
ILLINOIS,17,143,PEORIA
ILLINOIS,17,145,PERRY
ILLINOIS,17,147,PIATT
ILLINOIS,17,149,PIKE
ILLINOIS,17,151,POPE
ILLINOIS,17,153,PULASKI
ILLINOIS,17,155,PUTNAM
ILLINOIS,17,157,RANDOLPH
ILLINOIS,17,159,RICHLAND
ILLINOIS,17,161,ROCK ISLAND
ILLINOIS,17,163,ST. CLAIR
ILLINOIS,17,165,SALINE
ILLINOIS,17,167,SANGAMON
ILLINOIS,17,169,SCHUYLER
ILLINOIS,17,171,SCOTT
ILLINOIS,17,173,SHELBY
ILLINOIS,17,175,STARK
ILLINOIS,17,177,STEPHENSON
ILLINOIS,17,179,TAZEWELL
ILLINOIS,17,181,UNION
ILLINOIS,17,183,VERMILION
ILLINOIS,17,185,WABASH
ILLINOIS,17,187,WARREN
ILLINOIS,17,189,WASHINGTON
ILLINOIS,17,191,WAYNE
ILLINOIS,17,193,WHITE
ILLINOIS,17,195,WHITESIDE
ILLINOIS,17,197,WILL
ILLINOIS,17,199,WILLIAMSON
ILLINOIS,17,201,WINNEBAGO
ILLINOIS,17,203,WOODFORD
INDIANA,18,001,ADAMS
INDIANA,18,003,ALLEN
INDIANA,18,005,BARTHOLOMEW
INDIANA,18,007,BENTON
INDIANA,18,009,BLACKFORD
INDIANA,18,011,BOONE
INDIANA,18,013,BROWN
INDIANA,18,015,CARROLL
INDIANA,18,017,CASS
INDIANA,18,019,CLARK
INDIANA,18,021,CLAY
INDIANA,18,023,CLINTON
INDIANA,18,025,CRAWFORD
INDIANA,18,027,DAVIESS
INDIANA,18,029,DEARBORN
INDIANA,18,031,DECATUR
INDIANA,18,033,DEKALB
INDIANA,18,035,DELAWARE
INDIANA,18,037,DUBOIS
INDIANA,18,039,ELKHART
INDIANA,18,041,FAYETTE
INDIANA,18,043,FLOYD
INDIANA,18,045,FOUNTAIN
INDIANA,18,047,FRANKLIN
INDIANA,18,049,FULTON
INDIANA,18,051,GIBSON
INDIANA,18,053,GRANT
INDIANA,18,055,GREENE
INDIANA,18,057,HAMILTON
INDIANA,18,059,HANCOCK
INDIANA,18,061,HARRISON
INDIANA,18,063,HENDRICKS
INDIANA,18,065,HENRY
INDIANA,18,067,HOWARD
INDIANA,18,069,HUNTINGTON
INDIANA,18,071,JACKSON
INDIANA,18,073,JASPER
INDIANA,18,075,JAY
INDIANA,18,077,JEFFERSON
INDIANA,18,079,JENNINGS
INDIANA,18,081,JOHNSON
INDIANA,18,083,KNOX
INDIANA,18,085,KOSCIUSKO
INDIANA,18,087,LAGRANGE
INDIANA,18,089,LAKE
INDIANA,18,091,LA PORTE
INDIANA,18,093,LAWRENCE
INDIANA,18,095,MADISON
INDIANA,18,097,MARION
INDIANA,18,099,MARSHALL
INDIANA,18,101,MARTIN
INDIANA,18,103,MIAMI
INDIANA,18,105,MONROE
INDIANA,18,107,MONTGOMERY
INDIANA,18,109,MORGAN
INDIANA,18,111,NEWTON
INDIANA,18,113,NOBLE
INDIANA,18,115,OHIO
INDIANA,18,117,ORANGE
INDIANA,18,119,OWEN
INDIANA,18,121,PARKE
INDIANA,18,123,PERRY
INDIANA,18,125,PIKE
INDIANA,18,127,PORTER
INDIANA,18,129,POSEY
INDIANA,18,131,PULASKI
INDIANA,18,133,PUTNAM
INDIANA,18,135,RANDOLPH
INDIANA,18,137,RIPLEY
INDIANA,18,139,RUSH
INDIANA,18,141,ST JOSEPH
INDIANA,18,143,SCOTT
INDIANA,18,145,SHELBY
INDIANA,18,147,SPENCER
INDIANA,18,149,STARKE
INDIANA,18,151,STEUBEN
INDIANA,18,153,SULLIVAN
INDIANA,18,155,SWITZERLAND
INDIANA,18,157,TIPPECANOE
INDIANA,18,159,TIPTON
INDIANA,18,161,UNION
INDIANA,18,163,VANDERBURGH
INDIANA,18,165,VERMILLION
INDIANA,18,167,VIGO
INDIANA,18,169,WABASH
INDIANA,18,171,WARREN
INDIANA,18,173,WARRICK
INDIANA,18,175,WASHINGTON
